id	English	Japanese	French	German	Spanish	Korean	Chinese
hard34.sublevel2.hint3	{F7} has 2 sons	{F7} には息子が2人います	{F7} a deux fils	{F7} hat 2 Söhne.	{F7} tiene 2 hijos	{F7}에게는 아들이 2명 있습니다	{F7} 有 2 個兒子
hard34.sublevel2.hint4	{M8} and {M9} are siblings	{M8} と {M9} は兄弟姉妹です	{M8} et {M9} sont frères	{M8} und {M9} sind Geschwister.	{M8} y {M9} son hermanos	{M8}(와)과 {M9}(은)는 형제지간입니다	{M8} 與 {M9} 是手足關係
hard34.sublevel2.hint5	{M7}'s youngest son works as an astronaut	{M7} の末の息子は宇宙飛行士として働いています	Le fils cadet de {M7} travaille comme astronaute	{M7}s jüngster Sohn arbeitet als Astronaut.	El hijo pequeño de {M7} trabaja de astronauta	{M7}의 막내아들은 우주 비행사입니다	{M7} 的小兒子是一名太空人
hard34.sublevel3.hint1	{F5} has an older brother	{F5} には兄が1人います	{F5} a un frère aîné	{F5} hat einen älteren Bruder.	{F5} tiene un hermano mayor	{F5}에게는 오빠가 한 명 있습니다	{F5} 有一個哥哥
hard34.sublevel3.hint2	{M1} is married, but not with {F3}	{M1} は結婚していますが、相手は {F3} ではありません	{M1} est marié, mais pas avec {F3}	{M1} ist verheiratet, aber nicht mit {F3}.	{M1} está casado, pero no con {F3}	{M1}(은)는 결혼했지만, {F3}(와)과 하지 않았습니다	{M1} 已婚，但對象不是 {F3}
hard34.sublevel3.hint3	{F3} married {M3}	{F3} は {M3} と結婚しました	{F3} a épousé {M3}	{F3} hat {M3} geheiratet.	{F3} se casó con {M3}	{F3}(은)는 {M3}(와)과 결혼했습니다	{F3} 嫁給了 {M3}
hard34.sublevel3.hint4	{F3} is {F1}'s daughter-in-law	{F3} は {F1} の義理の娘です	{F3} est la belle-fille de {F1}	{F3} ist die Schwiegertochter von {F1}.	{F3} es la nuera de {F1}	{F3}(은)는 {F1}의 며느리입니다	{F3} 是 {F1} 的媳婦
hard35.sublevel1.hint1	{F4} and {M5} are siblings	{F4} と {M5} は兄弟姉妹です	{F4} et {M5} sont frères et sœurs	{F4} und {M5} sind Geschwister.	{F4} y {M5} son hermanos	{F4}(와)과 {M5}(은)는 남매지간입니다	{F4} 與 {M5} 是手足關係
hard35.sublevel1.hint2	{F2}'s eldest child is married to {M4}	{F2} の長子は {M4} と結婚しています	L'aînée de {F2} est mariée à {M4}	{F2}s ältestes Kind ist mit {M4} verheiratet.	El hijo mayor de {F2} está casado con {M4}	{F2}의 첫째 자식은 {M4}(와)과 결혼했습니다	{F2} 年紀最大的孩子嫁給了 {M4}
hard35.sublevel1.hint3	{F5}'s husband is {M2}'s son	{F5} の夫は {M2} の息子です	Le mari de {F5} est le fils de {M2}	{F5}s Ehemann ist der Sohn von {M2}.	El marido de {F5} es el hijo de {M2}	{F5}의 남편은 {M2}의 아들입니다	{F5} 的丈夫是 {M2} 的兒子
hard35.sublevel2.hint1	{F9} is an aunt	{F9} はおばです	{F9} est une tante	{F9} ist Tante.	{F9} es tía	{F9}(은)는 이모(고모)입니다	{F9} 是一位姑姨
hard35.sublevel2.hint2	{F8} is married to {M9}'s father	{F8} は {M9} の父親と結婚しています	{F8} est mariée au père de {M9}	{F8} ist mit dem Vater von {M9} verheiratet.	{F8} está casada con el padre de {M9}	{F8}(은)는 {M9}의 아버지와 부부 관계입니다	{F8} 嫁給了 {M9} 的父親
hard35.sublevel2.hint3	{F9}'s sibling is a male	{F9} の兄弟姉妹は男です	Le frère de {F9} est un homme	{F9}s Geschwisterkind ist männlich.	{F9} tiene un hermano varón	{F9}의 형제는 남성입니다	{F9} 的手足是男生
hard35.sublevel2.hint4	{F10} is {F4}'s youngest grandchild	{F10} は {F4} の最年少の孫です	{F10} est le benjamin des petits-enfants de {F4}	{F10} ist das jüngste Enkelkind von {F4}.	{F10} es la nieta más joven de {F4}	{F10}(은)는 {F4}의 막내 손주입니다	{F10} 是 {F4} 年紀最小的孫子女
hard35.sublevel2.hint5	{M7} is {M5}'s son	{M7} は {M5} の息子です	{M7} est le fils de {M5}	{M7} ist der Sohn von {M5}.	{M7} es el hijo de {M5}	{M7}(은)는 {M5}의 아들입니다	{M7} 是 {M5} 的兒子
hard35.sublevel3.hint1	{M3}'s wife has short black hair	{M3} の妻の髪の毛はショートで黒色です	La femme de {M3} a des cheveux courts et noirs	{M3}s Ehefrau hat kurzes, schwarzes Haar.	La mujer de {M3} tiene pelo negro y corto	{M3}의 아내는 검은색의 단발머리입니다	{M3} 的妻子有著一頭黑色短髮
hard35.sublevel3.hint2	{M1}'s wife has long blonde hair	{M1} の妻の髪の毛はロングでブロンドです	La femme de {M1} a de longs cheveux blonds	{M1}s Ehefrau hat langes, blondes Haar.	La mujer de {M1} tiene pelo rubio y largo	{M1}의 아내는 금발의 긴 머리입니다	{M1} 的妻子有著一頭棕色長髮
hard35.sublevel3.hint3	{M3} is {M4}'s brother-in-law	{M3} は {M4} の義理の兄弟です	{M3} est le beau-frère de {M4}	{M3} ist der Schwager von {M4}.	{M3} es el cuñado de {M4}	{M3}(은)는 {M4}(와)과 법으로 맺어진 형제 관계입니다	{M3} 是 {M4} 的兄弟（姻親）
hard35.sublevel4.hint1	{M3}'s youngest child works as an engineer	{M3} の末の子はエンジニアとして働いています	Le plus jeune enfant de {M3} travaille comme ingénieur	{M3}s jüngstes Kind arbeitet als Ingenieur/Ingenieurin.	El hijo pequeño de {M3} trabaja de ingeniero	{M3}의 막냇자식은 기술자입니다	{M3} 年紀最小的孩子是一名工程師
hard35.sublevel4.hint2	{M6}'s child frequently takes part in wars as part of his job	{M6} の子どもは仕事として頻繁に戦争に参加しています	L'enfant de {M6} est souvent impliqué dans des guerres dans le cadre de son travail	{M6}s Kind ist im Rahmen seines Jobs häufig im Krieg.	El hijo de {M6} participa en guerras con frecuencia, ya que es parte de su trabajo	{M6}의 자식은 직업 때문에 전쟁에 자주 참전합니다	{M6} 的孩子出於工作職責而經常參與戰事
hard35.sublevel4.hint3	{F3} has no sons	{F3} には息子がいません	{F3} n'a pas de fils	{F3} hat keine Söhne.	{F3} no tiene hijos	{F3}에게는 아들이 없습니다	{F3} 沒有兒子
challenge01.sublevel1.hint1	{F1} is the oldest	{F1} は最年長です	{F1} est l'aînée	{F1} ist die Älteste.	{F1} es la mayor	{F1}(은)는 나이가 가장 많습니다	{F1} 的年紀最大
challenge01.sublevel1.hint2	{M1}'s daughter married {M2}	{M1} の娘は {M2} と結婚しました	La fille de {M1} a épousé {M2}	{M1}s Tochter hat {M2} geheiratet.	La hija de {M1} se casó con {M2}	{M1}의 딸은 {M2}(와)과 결혼했습니다	{M1} 的女兒嫁給了 {M2}
challenge01.sublevel1.hint3	{F3} is {M1}'s grandchild	{F3} は {M1} の孫です	{F3} est la petite-fille de {M1}	{F3} ist das Enkelkind von {M1}.	{F3} es la nieta de {M1}	{F3}(은)는 {M1}의 손녀딸입니다	{F3} 是 {M1} 的孫子女
challenge01.sublevel2.hint1	{M3}, {F4}, and {M4} are parent and son	{M3} と {F4} そして {M4} は親と息子です	{M3}, {F4} et {M4} sont parents et fils	{M3}, {F4} und {M4} sind Eltern und Sohn.	{M3}, {F4} y {M4} son padres e hijo	{M3}, {F4}(와)과 {M4}(은)는 부모와 아들 관계입니다	{M3}、{F4} 與 {M4} 是親子關係
challenge01.sublevel2.hint2	{M5} has a little sister	{M5} には妹が1人います	{M5} a une petite sœur	{M5} hat eine kleine Schwester.	{M5} tiene una hermana pequeña	{M5}에게는 여동생이 한 명 있습니다	{M5} 有一個妹妹
challenge01.sublevel2.hint3	{M4} is married to {F2}	{M4} は {F2} と結婚しています	{M4} est marié à {F2}	{M4} ist mit {F2} verheiratet.	{M4} está casado con {F2}	{M4}(은)는 {F2}(와)과 결혼했습니다	{M4} 娶了 {F2} 為妻
challenge01.sublevel3.hint1	{F6} is {M5}'s niece	{F6} は {M5} の姪です	{F6} est la nièce de {M5}	{F6} ist die Nichte von {M5}.	{F6} es la sobrina de {M5}	{F6}(은)는 {M5}의 조카딸입니다	{F6} 是 {M5} 的姪女／外甥女
challenge01.sublevel3.hint2	{M8} is married to {F3}	{M8} は {F3} と結婚しています	{M8} est marié à {F3}	{M8} ist mit {F3} verheiratet.	{M8} está casado con {F3}	{M8}(은)는 {F3}(와)과 결혼했습니다	{M8} 娶了 {F3} 為妻
challenge01.sublevel3.hint3	{F7} is older than {F8}	{F7} は {F8} より年上です	{F7} est plus âgée que {F8}	{F7} ist älter als {F8}.	{F7} es más mayor que {F8}	{F7}(은)는 {F8}보다 나이가 많습니다	{F7} 的年紀比 {F8} 大
challenge01.sublevel3.hint4	{F6} has a little brother	{F6} には弟が1人います	{F6} a un petit frère	{F6} hat einen kleinen Bruder.	{F6} tiene un hermano pequeño	{F6}에게는 남동생이 한 명 있습니다	{F6} 有一個弟弟
challenge01.sublevel3.hint5	{F5}'s husband serves in the military	{F5} の夫は軍隊で働いています	Le mari de {F5} sert dans l'armée	{F5}s Ehemann dient beim Militär.	El marido de {F5} presta servicio militar	{F5}의 남편은 군대에서 복무 중입니다	{F5} 的丈夫在軍中服役
challenge02.sublevel1.hint1	{F4} is {M1} and {F1}'s grandchild	{F4} は {M1} と {F1} の孫です	{F4} est le petit-fils de {M1} et {F1}	{F4} ist das Enkelkind von {M1} und {F1}.	{F4} es la nieta de {M1} y {F1}	{F4}(은)는 {M1}(와)과 {F1}의 손주입니다	{F4} 是 {M1} 與 {F1} 的孫子女
challenge02.sublevel1.hint2	{M2}'s older sister married {M4}	{M2} の姉は {M4} と結婚しました	La sœur aînée de {M2} a épousé {M4}	{M2}s ältere Schwester hat {M4} geheiratet.	La hermana mayor de {M2} se casó con {M4}	{M2}의 누나는 {M4}(와)과 결혼했습니다	{M2} 的姊姊嫁給了 {M4}
challenge02.sublevel1.hint3	{F2} is {M2}'s sibling	{F2} は {M2} の兄弟姉妹です	{F2} est la sœur de {M2}	{F2} ist das Geschwisterkind von {M2}.	{F2} es la hermana de {M2}	{F2}(은)는 {M2}의 남매입니다	{F2} 是 {M2} 的手足
challenge02.sublevel2.hint1	{M5} and {F5} are siblings	{M5} と {F5} は兄弟姉妹です	{M5} et {F5} sont frères et sœurs	{M5} und {F5} sind Geschwister.	{M5} y {F5} son hermanos	{M5}(와)과 {F5}(은)는 남매지간입니다	{M5} 與 {F5} 是手足關係
challenge02.sublevel2.hint2	{M2}'s youngest child works as a nurse	{M2} の末の子は看護師として働いています	Le plus jeune enfant de {M2} travaille comme infirmier	{M2}s jüngstes Kind arbeitet in der Krankenpflege.	El hijo pequeño de {M2} trabaja de enfermero	{M2}의 막냇자식은 간호사입니다	{M2} 年紀最小的孩子是一名護理師
challenge02.sublevel2.hint3	{M3} is {F3}'s adoptive father	{M3} は {F3} の養父です	{M3} est le père adoptif de {F3}	{M3} ist der Adoptivvater von {F3}.	{M3} es el padre adoptivo de {F3}	{M3}(은)는 {F3}의 양아버지입니다	{M3} 是 {F3} 的養父
challenge02.sublevel3.hint1	{F8}'s father married {F7}	{F8} の父親は {F7} と結婚しました	Le père de {F8} a épousé {F7}	{F8}s Vater hat {F7} geheiratet.	El padre de {F8} se casó con {F7}	{F8}의 아버지는 {F7}(와)과 부부 관계입니다	{F8} 的父親娶了 {F7} 為妻
challenge02.sublevel3.hint2	{M5}'s eldest child wears glasses	{M5} の長子は眼鏡をかけています	L'aîné(e) de {M5} porte des lunettes	{M5}s ältestes Kind trägt eine Brille.	El hijo mayor de {M5} lleva gafas	{M5}의 첫째 자식은 안경을 착용합니다	{M5} 年紀最大的孩子有戴眼鏡
challenge02.sublevel3.hint3	{M6} is {M2}'s son-in-law	{M6} は {M2} の義理の息子です	{M6} est le gendre de {M2}	{M6} ist der Schwiegersohn von {M2}.	{M6} es el yerno de {M2}	{M6}(은)는 {M2}의 사위입니다	{M6} 是 {M2} 的女婿
challenge02.sublevel3.hint4	{F6} and {M7} are siblings, {F6} was born first	{F6} と {M7} は兄弟姉妹であり、{F6} が先に生まれました	{F6} et {M7} sont frères et sœurs, {F6} étant née la première	{F6} und {M7} sind Geschwister, {F6} wurde zuerst geboren.	{F6} y {M7} son hermanos; {F6} nació primero	{F6}(와)과 {M7}(은)는 남매지간이며, {F6}(이)가 먼저 태어났습니다	{F6} 與 {M7} 是手足關係，{F6} 較早出生
challenge02.sublevel3.hint5	{F8} is {F5}'s niece	{F8} は {F5} の姪です	{F8} est la nièce de {F5}	{F8} ist die Nichte von {F5}.	{F8} es la sobrina de {F5}	{F8}(은)는 {F5}의 조카딸입니다	{F8} 是 {F5} 的姪女／外甥女
challenge03.sublevel1.hint1	{M8}'s wife has poor eyesight	{M8} の妻は視力が悪いです	La femme de {M8} a une mauvaise vue	{M8}s Ehefrau hat eine Sehschwäche.	La mujer de {M8} tiene vista deficiente	{M8}의 아내는 시력이 좋지 않습니다	{M8} 的妻子視力不佳
challenge03.sublevel1.hint2	{M7}'s wife is a chef	{M7} の妻はシェフです	La femme de {M7} est cheffe cuisinière	{M7}s Ehefrau ist Köchin.	La mujer de {M7} es chef	{M7}의 아내는 요리사입니다	{M7} 的妻子是一名廚師
challenge03.sublevel1.hint3	{F9} is older than {M9}	{F9} は {M9} より年上です	{F9} est plus âgée que {M9}	{F9} ist älter als {M9}.	{F9} es más mayor que {M9}	{F9}(은)는 {M9}보다 나이가 많습니다	{F9} 的年紀比 {M9} 大
challenge03.sublevel1.hint4	{F8}'s mother married {M7}	{F8} の母親は {M7} と結婚しました	La mère de {F8} a épousé {M7}	{F8}s Mutter hat {M7} geheiratet.	La madre de {F8} se casó con {M7}	{F8}의 어머니는 {M7}(와)과 부부 관계입니다	{F8} 的母親嫁給了 {M7}
challenge03.sublevel2.hint1	{M6} has an older sister	{M6} には姉が1人います	{M6} a une sœur plus âgée	{M6} hat eine ältere Schwester.	{M6} tiene una hermana mayor	{M6}에게는 누나가 한 명 있습니다	{M6} 有一個姊姊
challenge03.sublevel2.hint2	{M2} is {F6}'s father	{M2} は {F6} の父親です	{M2} est le père de {F6}	{M2} ist der Vater von {F6}.	{M2} es el padre de {F6}	{M2}(은)는 {F6}의 아버지입니다	{M2} 是 {F6} 的父親
challenge03.sublevel2.hint3	{F2} and {M2} are in-laws	{F2} と {M2} は義理の関係です	{F2} et {M2} sont beaux-parents	{F2} und {M2} sind verschwägert.	{F2} y {M2} son familia política	{F2}(와)과 {M2}(은)는 인척 관계입니다	{F2} 與 {M2} 是姻親關係
challenge03.sublevel3.hint1	{F1} is not married to {M3}	{F1} は {M3} と結婚していません	{F1} n'est pas mariée à {M3}	{F1} ist nicht mit {M3} verheiratet.	{F1} no está casada con {M3}	{F1}(은)는 {M3}(와)과 부부 관계가 아닙니다	{F1} 沒有嫁給 {M3}
challenge03.sublevel3.hint2	{M1} is not married to {F3}	{M1} は {F3} と結婚していません	{M1} n'est pas marié à {F3}	{M1} ist nicht mit {F3} verheiratet.	{M1} no está casado con {F3}	{M1}(은)는 {F3}(와)과 부부 관계가 아닙니다	{M1} 沒有娶 {F3} 為妻
challenge03.sublevel3.hint3	{F4}'s sibling works as an astronaut	{F4} の兄弟姉妹は宇宙飛行士として働いています	Le frère/la sœur de {F4} travaille comme astronaute	{F4}s Geschwisterkind arbeitet als Astronaut/Astronautin.	El hermano de {F4} trabaja de astronauta	{F4}의 형제는 우주 비행사입니다	{F4} 的手足是一名太空人
challenge03.sublevel3.hint4	{M2} is {F1}'s child	{M2} は {F1} の子どもです	{M2} est l'enfant de {F1}	{M2} ist das Kind von {F1}.	{M2} es el hijo de {F1}	{M2}(은)는 {F1}의 자식입니다	{M2} 是 {F1} 的孩子
challenge04.sublevel1.hint1	{M3} is {F2}'s child	{M3} は {F2} の子どもです	{M3} est l'enfant de {F2}	{M3} ist das Kind von {F2}.	{M3} es el hijo de {F2}	{M3}(은)는 {F2}의 자식입니다	{M3} 是 {F2} 的孩子
challenge04.sublevel1.hint2	{F3} is older than {F4}	{F3} は {F4} より年上です	{F3} est plus âgée que {F4}	{F3} ist älter als {F4}.	{F3} es más mayor que {F4}	{F3}(은)는 {F4}보다 나이가 많습니다	{F3} 的年紀比 {F4} 大
challenge04.sublevel1.hint3	{M2}'s first and second children are girls	{M2} の第1子と第2子は女の子です	Les deux premiers enfants de {M2} sont des filles	{M2}s erstes und zweites Kind sind Mädchen.	La primera y segunda hijas de {M2} son chicas	{M2}의 첫째, 둘째 자식은 여자입니다	{M2} 的第一個與第二個孩子都是女孩
challenge04.sublevel1.hint4	{F2}'s husband does not have a mustache	{F2} の夫には口髭がありません	Le mari de {F2} n'a pas de moustache	{F2}s Ehemann hat keinen Schnurrbart.	El marido de {F2} no tiene bigote	{F2}의 남편은 콧수염이 없습니다	{F2} 的丈夫沒有留小鬍子
challenge04.sublevel1.hint5	{M1} and {F1}'s son has blonde hair	{M1} と {F1} の息子の髪の毛はブロンドです	Le fils de {M1} et {F1} est blond	Der Sohn von {M1} und {F1} ist blond.	El hijo de {M1} y {F1} tiene pelo rubio	{M1}(와)과 {F1}의 아들은 금발 머리입니다	{M1} 與 {F1} 的兒子有著一頭金髮
challenge04.sublevel2.hint1	{F7} is the only child of {F5}	{F7} は {F5} の唯一の子どもです	{F7} est le seul enfant de {F5}	{F7} ist das einzige Kind von {F5}.	{F7} es la única hija de {F5}	{F7}(은)는 {F5}의 유일한 자식입니다	{F7} 是 {F5} 的獨生女
challenge04.sublevel2.hint2	{M5} is older than {M6}	{M5} は {M6} より年上です	{M5} est plus âgé que {M6}	{M5} ist älter als {M6}.	{M5} es más mayor que {M6}	{M5}(은)는 {M6}보다 나이가 많습니다	{M5} 的年紀比 {M6} 大
challenge04.sublevel2.hint3	{M4} and {F3} wear matching wedding rings	{M4} と {F3} はペアの結婚指輪をしています	{M4} et {F3} portent des alliances assorties	{M4} und {F3} tragen zueinander passende Eheringe.	{M4} y {F3} llevan anillos de compromiso iguales	{M4}(와)과 {F3}(은)는 한 쌍의 결혼반지를 착용하고 있습니다	{M4} 與 {F3} 戴著成對的婚戒
challenge04.sublevel3.hint1	{M6}'s wife has curly hair	{M6} の妻の髪の毛は巻き毛です	La femme de {M6} a les cheveux bouclés	{M6}s Ehefrau hat Locken.	La mujer de {M6} tiene pelo rizado	{M6}의 아내는 곱슬머리입니다	{M6} 的妻子有著一頭捲髮
challenge04.sublevel3.hint2	{M8} is {F8}'s older brother	{M8} は {F8} の兄です	{M8} est le frère aîné de {F8}	{M8} ist der ältere Bruder von {F8}.	{M8} es el hermano mayor de {F8}	{M8}(은)는 {F8}의 오빠입니다	{M8} 是 {F8} 的哥哥
challenge04.sublevel3.hint3	{F9} and {F8} are not siblings	{F9} と {F8} は兄弟姉妹ではありません	{F9} et {F8} ne sont pas frères et sœurs	{F9} und {F8} sind keine Geschwister.	{F9} y {F8} no son hermanas	{F9}(와)과 {F8}(은)는 자매지간이 아닙니다	{F9} 與 {F8} 不是手足關係
challenge04.sublevel3.hint4	{M9} is {M7}'s first child	{M9} は {M7} の第1子です	{M9} est le premier enfant de {M7}	{M9} ist das erste Kind von {M7}.	{M9} es el primogénito de {M7}	{M9}(은)는 {M7}의 첫째 자식입니다	{M9} 是 {M7} 的第一個孩子
